   3    Infinity   0.000       48.19       48.47       52.66       45.49       2.361       8.284       1.326       1.377       10.43      0.2550    
   3    Infinity   0.000       40.08       38.46       40.65       84.84       3.278       19.21       1.456       1.378       9.199      0.2232    
   3   1.050       475.8       64.51       61.82       35.68       81.29       5.752       12.42       1.461       1.186       7.097      0.3146    
   3    Infinity   0.000       55.46       31.84       105.6       46.82       1.409       18.36       1.436       1.469       9.281      0.3635    
   3   5.083       9478.       34.64       52.47       93.96       49.24       3.857       18.67       1.129       1.109       6.340      0.4508    
   3   6.100      0.1114E+05   41.07       63.67       71.86       57.40       6.276       11.46       1.240       1.318       7.761      0.2365    
   3   2.645      0.1382E+05   66.32       55.96       58.41       83.49       4.169       8.997       1.366       1.474       6.201      0.1553    
   3    Infinity   0.000       33.93       63.28       58.82       110.0       2.382       7.225       1.418       1.468       7.023      0.4036    
   3   1.028       277.8       56.49       68.81       54.71       94.99       3.125       7.809       1.439       1.412       9.482      0.4752    
   3   1.006       74.10       67.27       57.87       36.29       96.20       3.202       5.594       1.350       1.488       7.140      0.4075    
   3    Infinity   0.000       42.93       63.26       39.03       127.9       5.888       13.12       1.401       1.366       7.081      0.4824    
   3   12.91      0.2216E+05   55.07       56.46       73.39       76.84       3.913       18.43       1.209       1.053       10.75      0.5357    
   3   1.015       162.2       61.49       31.52       109.2       60.29       6.211       10.56       1.498       1.152       9.004      0.5883    
   3   1.021       218.2       63.63       36.28       99.26       56.18       2.822       9.963       1.296       1.075       9.401      0.5635    
   3   2.133      0.1218E+05   69.62       46.61       119.3       77.14       6.278       13.13       1.276       1.056       9.119      0.4193    
   3    Infinity   0.000       57.47       30.96       108.5       46.13       4.165       19.88       1.344       1.093       7.789      0.5355    
   3   1.208       1506.       54.63       51.04       95.21       49.08       5.355       19.96       1.364       1.111       8.273      0.5849    
   3    Infinity   0.000       54.65       33.39       73.64       31.33       3.504       19.45       1.240       1.263       10.51      0.5678    
   3    Infinity   0.000       64.86       35.47       129.0       76.19       5.587       15.74       1.149       1.079       8.543      0.4947    
   3    Infinity   0.000       59.18       33.17       44.57       49.21       5.724       16.30       1.275       1.092       9.370      0.4959    
   3    Infinity   0.000       48.55       46.66       118.9       56.97       4.860       18.37       1.328       1.069       10.16      0.3039    
   3    Infinity   0.000       35.60       38.74       64.00       112.8       5.884       13.04       1.081       1.054       10.83      0.2271    
   3  0.9107       4476.       42.80       48.01       70.52       104.1       3.586       7.101       1.407       1.101       7.953      0.1003    
   3   1.005       59.27       67.06       41.33       118.8       74.64       6.034       5.865       1.462       1.086       6.385      0.1555    
   3   1.004       44.02       47.25       48.38       60.15       83.66       4.146       6.237       1.210       1.238       6.065      0.3610    
   3   1.018       192.9       63.34       56.14       81.89       86.49       2.380       7.556       1.329       1.107       7.367      0.2304    
